,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.5290893722664226,0.8640483447483608,1.0276081562042236
1,2,0.3931167017329823,0.7197283577351343,0.6923074722290039
2,3,0.35982985252683813,0.7019901076952616,0.6920030117034912
3,4,0.3511527167125182,0.7043463169109254,0.7389094829559326
4,5,0.34503508336616284,0.7028273478859947,0.7333083152770996
5,6,0.3418877206065438,0.7073901515631449,0.684788703918457
6,7,0.33987868148269074,0.7061210948796499,0.6988842487335205
7,8,0.3384139023043893,0.7070501695076624,0.7155442237854004
8,9,0.3381527671308229,0.70798801950046,0.7025618553161621
9,10,0.3379549465396188,0.7079302342165084,0.7250833511352539
