,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.5854062126285728,1.1714075911967528,9.976963996887207
1,2,0.4351133539187954,1.0074668580754882,9.88894009590149
2,3,0.4082200147525561,0.98175389736536,9.25035834312439
3,4,0.3937779721514932,0.975924107379147,9.154315948486328
4,5,0.3849715144298543,1.004021481389091,9.321961402893066
5,6,0.37996663295902966,1.001894472876475,9.115615129470825
6,7,0.37686507586546786,1.0033816944452978,9.241394996643066
7,8,0.3750820633780454,1.0106421287748075,9.31672477722168
8,9,0.3742352279324184,1.010469270781392,9.289490461349487
9,10,0.373865094050137,1.0103903882028091,9.261937379837036
