,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.45814278236392775,0.7344729768476267,2.4836955070495605
1,2,0.3805208577576912,0.7233684672706429,2.0935559272766113
2,3,0.3478467938574878,0.6645323719786501,2.0998127460479736
3,4,0.3339224897437926,0.6699047802851118,2.0945498943328857
4,5,0.3269101447341117,0.6743743096788725,2.0995752811431885
5,6,0.3216616384910815,0.68138011159568,2.1378769874572754
6,7,0.31820759482004424,0.6763958867596483,2.1070523262023926
7,8,0.3162156048823487,0.6806528388426222,2.0426175594329834
8,9,0.31514948290405853,0.6792788528676691,2.0045459270477295
9,10,0.31484294535987306,0.6846019200895025,2.0808656215667725
