,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.3708163424074149,0.5214707246839495,17.958998441696167
1,2,0.3380650323785208,0.5178511116422165,18.199809789657593
2,3,0.3133475119604561,0.5196821840722009,16.54120969772339
3,4,0.30032948889429606,0.5156750201252894,17.597023725509644
4,5,0.29227053874931413,0.5114719679126631,17.523797750473022
5,6,0.286938437748523,0.516007457844029,16.55218482017517
6,7,0.2839688320203322,0.514404510900294,16.451879739761353
7,8,0.282515981798969,0.5173982999019199,16.355297565460205
8,9,0.2815721594527656,0.5202181485855142,16.476316213607788
9,10,0.2811705146809252,0.5186010638178237,16.323658227920532
