,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.31692272722304865,0.40427968178873136,18.605313539505005
1,2,0.2855441492723797,0.4029190521687269,16.767725467681885
2,3,0.26240328818670644,0.4001166185765874,17.19803214073181
3,4,0.24971204557676333,0.40136105936615407,17.57456684112549
4,5,0.24082300031568085,0.4059770157722448,17.230066537857056
5,6,0.23509825836846282,0.4064622157532461,16.3148672580719
6,7,0.23166435285431491,0.4073849336272862,17.80869436264038
7,8,0.22981144022369962,0.40999651876609533,16.879634141921997
8,9,0.22891138827001584,0.40877442573215444,17.773147106170654
9,10,0.22841545756996454,0.41227093167832585,16.92073082923889
