,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.8188580705177742,0.7462401049477714,11.872219800949097
1,2,0.666565277398269,0.6838477560452052,11.887380361557007
2,3,0.6413490407407496,0.6732010560376304,11.863537311553955
3,4,0.6322962864437985,0.6756457184042249,11.576645374298096
4,5,0.6260111967227637,0.6716057351657323,11.561384677886963
5,6,0.6215387686715855,0.6728572530405862,11.609611988067627
6,7,0.618608040529638,0.6730356505938939,11.709342956542969
7,8,0.6176892880655268,0.6745806762150356,11.715825080871582
8,9,0.616358677581536,0.6737314965043749,11.849362134933472
9,10,0.6159408487034862,0.6740487226418086,11.55564832687378
10,11,0.6155581220825371,0.6740323952266148,11.644148349761963
11,12,0.6154083851393432,0.6740998242582593,11.799102544784546
12,13,0.6152076243930016,0.6740435574735913,11.710957050323486
13,14,0.6152448397514234,0.6739903679915837,11.747894048690796
14,15,0.615855486367521,0.6739848187991551,11.848395109176636
