,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.8860034834753516,0.6122960866601379,4.517252206802368
1,2,0.8484390677849939,0.6490911250865018,4.336674213409424
2,3,0.7943896577524018,0.6096422829009869,4.299836874008179
3,4,0.7546312206849486,0.6222014804681142,4.080334424972534
4,5,0.719021590331337,0.6220803185745521,4.337137460708618
5,6,0.7007982743664022,0.6495540095700159,4.077913045883179
6,7,0.688763866700034,0.6479760043047093,4.298639535903931
7,8,0.6830716259884201,0.649246429403623,4.167105436325073
8,9,0.6794503883654842,0.6545468381157628,4.069221258163452
9,10,0.6778470211660448,0.6523415194617377,3.990351438522339
