,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.6392748227244929,0.5435570864341198,9.478037357330322
1,2,0.5072106479552754,0.475214143212025,9.418285131454468
2,3,0.4852636243167676,0.4732322232463421,9.386699676513672
3,4,0.47797578803279944,0.471615056005808,9.466572761535645
4,5,0.47415531716848675,0.467311269006668,9.42389965057373
5,6,0.4708151336301837,0.46665493704569644,9.49459719657898
6,7,0.46917008349769995,0.4657966698973607,9.487935066223145
7,8,0.46824350085174826,0.46704362008051997,9.604968786239624
8,9,0.4671021573376237,0.4676829158113553,9.297029972076416
9,10,0.46709255659789367,0.4671673121360632,9.292667150497437
10,11,0.4668628631976613,0.4667713090013235,9.34103274345398
11,12,0.4665695751968183,0.4670812791356674,9.456873655319214
12,13,0.4661348274925299,0.4670967864684569,9.401697874069214
13,14,0.466934460401535,0.4672069190404354,9.247856616973877
14,15,0.4667167264118529,0.46720990710533583,9.26756238937378
15,16,0.4670677770648086,0.46720407062616104,9.407260417938232
16,17,0.46677464361776383,0.4672048676472444,9.461144924163818
