,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.8818948337289153,1.8479244783520699,1.1252272129058838
1,2,0.6512917319282157,1.6278299242258072,0.8664469718933105
2,3,0.6009981925370264,1.6145984269678593,0.8486378192901611
3,4,0.5834560472457135,1.60633909329772,0.8482685089111328
4,5,0.5731075611270842,1.6132377944886684,0.8979518413543701
5,6,0.5670121067860088,1.6135631278157234,0.8884682655334473
6,7,0.5638013921800207,1.6213468424975872,0.8834116458892822
7,8,0.5614395727876758,1.6216081716120243,0.8737068176269531
8,9,0.5604445074425369,1.6230357065796852,0.8704755306243896
9,10,0.5601277527261953,1.6226796880364418,0.8521640300750732
